,hgnc_symbol,Gene
32560,RP11-468N14.09,ENSG00000198277
32561,SDAD1,ENSG00000198301
32562,C4orf43,ENSG00000198498
32563,CNGA1,ENSG00000198515
32564,LRBA,ENSG00000198589
32565,RP11-324I10.4,ENSG00000198787
32566,OSTC,ENSG00000198856
32567,MFAP3L,ENSG00000198948
32568,hsa-mir-302b,ENSG00000199058
32569,hsa-mir-302c,ENSG00000199102
32570,hsa-mir-302d,ENSG00000199145
32571,hsa-mir-367,ENSG00000199169
32572,U6,ENSG00000199326
32573,U6,ENSG00000199335
32574,7SK,ENSG00000199420
32575,U6,ENSG00000199529
32576,Y_RNA,ENSG00000199530
32577,5S_rRNA,ENSG00000199572
32578,U4,ENSG00000199634
32579,Y_RNA,ENSG00000199780
32580,U6,ENSG00000199790
32581,SNORD50,ENSG00000199857
32582,U6,ENSG00000199859
32583,Y_RNA,ENSG00000199862
32584,snoU2_19,ENSG00000199894
32585,Y_RNA,ENSG00000199901
32586,U6,ENSG00000199924
32587,Y_RNA,ENSG00000200024
32588,Y_RNA,ENSG00000200049
32589,U6,ENSG00000200108
32590,U6,ENSG00000200269
32591,U1,ENSG00000200338
32592,U6,ENSG00000200350
32593,U6,ENSG00000200455
32594,U6,ENSG00000200469
32595,U6,ENSG00000200520
32596,Y_RNA,ENSG00000200521
32597,Y_RNA,ENSG00000200553
32598,U6,ENSG00000200622
32599,Y_RNA,ENSG00000200658
32600,U6,ENSG00000200720
32601,5S_rRNA,ENSG00000200741
32602,7SK,ENSG00000200761
32603,7SK,ENSG00000200867
32604,U6,ENSG00000200917
32605,U6,ENSG00000200963
32606,U4,ENSG00000200974
32607,Y_RNA,ENSG00000200998
32608,SNORD74,ENSG00000200999
32609,U6,ENSG00000201050
32610,U6,ENSG00000201085
32611,5S_rRNA,ENSG00000201145
32612,U6,ENSG00000201176
32613,U4,ENSG00000201186
32614,SNORD73,ENSG00000201264
32615,Y_RNA,ENSG00000201297
32616,Y_RNA,ENSG00000201314
32617,U6,ENSG00000201433
32618,7SK,ENSG00000201496
32619,SNORA51,ENSG00000201516
32620,7SK,ENSG00000201533
32621,Y_RNA,ENSG00000201633
32622,7SK,ENSG00000201640
32623,U6,ENSG00000201641
32624,Y_RNA,ENSG00000201644
32625,Y_RNA,ENSG00000201676
32626,U6,ENSG00000201707
32627,5S_rRNA,ENSG00000201727
32628,5S_rRNA,ENSG00000201736
32629,U6,ENSG00000201744
32630,U6,ENSG00000201752
32631,U6,ENSG00000201775
32632,Y_RNA,ENSG00000201786
32633,Y_RNA,ENSG00000201818
32634,5S_rRNA,ENSG00000201846
32635,SNORA51,ENSG00000201863
32636,7SK,ENSG00000201901
32637,5S_rRNA,ENSG00000201931
32638,U1,ENSG00000202000
32639,Y_RNA,ENSG00000202014
32640,5S_rRNA,ENSG00000202054
32641,Y_RNA,ENSG00000202169
32642,U1,ENSG00000202215
32643,5S_rRNA,ENSG00000202331
32644,U6,ENSG00000202358
32645,SNORA62,ENSG00000202374
32646,7SK,ENSG00000202392
32647,SNORD42,ENSG00000202440
32648,SNORA63,ENSG00000202449
32649,U6,ENSG00000202485
32650,Y_RNA,ENSG00000202536
32651,AC109925.1,ENSG00000203436
32652,AC108475.1,ENSG00000203599
32653,AC069200.2,ENSG00000203615
32654,FRG2,ENSG00000205097
32655,RP11-45F23.1,ENSG00000205100
32656,C4orf47,ENSG00000205129
32657,C4orf46,ENSG00000205208
32658,RP11-542P2.1,ENSG00000205301
32659,AC096952.1,ENSG00000205341
32660,CFI,ENSG00000205403
32661,AREGB,ENSG00000205595
32662,HTN3,ENSG00000205649
32663,TECRL,ENSG00000205678
32664,RP11-798L4.1,ENSG00000205682
32665,RP11-333E13.4,ENSG00000205794
32666,AC024132.1,ENSG00000205830
32667,HSP90AB2P,ENSG00000205940
32668,USP17L6P,ENSG00000205946
32669,RP11-689P11.2,ENSG00000205959
32670,RP11-503N18.1,ENSG00000206113
32671,U6,ENSG00000206601
32672,U6,ENSG00000206613
32673,U1,ENSG00000206629
32674,U6,ENSG00000206665
32675,U6,ENSG00000206675
32676,U6,ENSG00000206703
32677,Y_RNA,ENSG00000206711
32678,U6,ENSG00000206722
32679,Y_RNA,ENSG00000206738
32680,SNORA75,ENSG00000206780
32681,U6,ENSG00000206782
32682,U1,ENSG00000206820
32683,SNORA24,ENSG00000206823
32684,U6,ENSG00000206839
32685,Y_RNA,ENSG00000206978
32686,U6,ENSG00000207007
32687,Y_RNA,ENSG00000207009
32688,U6,ENSG00000207058
32689,U5,ENSG00000207065
32690,Y_RNA,ENSG00000207075
32691,U6,ENSG00000207121
32692,Y_RNA,ENSG00000207148
32693,Y_RNA,ENSG00000207155
32694,SNORA51,ENSG00000207171
32695,U1,ENSG00000207182
32696,U6,ENSG00000207188
32697,Y_RNA,ENSG00000207195
32698,U6,ENSG00000207198
32699,Y_RNA,ENSG00000207231
32700,U6,ENSG00000207260
32701,U6,ENSG00000207307
32702,U1,ENSG00000207322
32703,Y_RNA,ENSG00000207384
32704,U6,ENSG00000207385
32705,U6,ENSG00000207428
32706,U6,ENSG00000207448
32707,Y_RNA,ENSG00000207480
32708,Y_RNA,ENSG00000207481
32709,Y_RNA,ENSG00000207497
32710,U6,ENSG00000207524
32711,hsa-mir-578,ENSG00000207559
32712,hsa-mir-571,ENSG00000207642
32713,Z95704.1,ENSG00000207643
32714,hsa-mir-573,ENSG00000207697
32715,hsa-mir-572,ENSG00000207716
32716,hsa-mir-218-1,ENSG00000207732
32717,hsa-mir-575,ENSG00000207746
32718,hsa-mir-95,ENSG00000207807
32719,AC108867.2,ENSG00000207849
32720,hsa-mir-302a,ENSG00000207927
32721,hsa-mir-577,ENSG00000207931
32722,hsa-mir-574,ENSG00000207944
32723,hsa-mir-576,ENSG00000207988
32724,SNORD73,ENSG00000208797
32725,U6atac,ENSG00000210839
32726,AC092574.2,ENSG00000211482
32727,AC118278.1,ENSG00000211553
32728,AC109351.1,ENSG00000212045
32729,AC005187.2,ENSG00000212064
32730,U6,ENSG00000212160
32731,SNORD65,ENSG00000212191
32732,U6,ENSG00000212226
32733,U6,ENSG00000212282
32734,U3,ENSG00000212300
32735,U6,ENSG00000212359
32736,U6,ENSG00000212368
32737,5S_rRNA,ENSG00000212373
32738,U6,ENSG00000212387
32739,SNORA48,ENSG00000212458
32740,SNORA26,ENSG00000212490
32741,SNORA26,ENSG00000212588
32742,SNORA75,ENSG00000212620
32743,RP11-713C19.2,ENSG00000213331
32744,SLC25A5P6,ENSG00000213332
32745,AC079789.1,ENSG00000213370
32746,ANXA2P1,ENSG00000213406
32747,RP11-367N14.1,ENSG00000213434
32748,RP11-425J20.1,ENSG00000213448
32749,RP11-364P2.2,ENSG00000213480
32750,AC092661.2,ENSG00000213492
32751,RP11-55L3.2,ENSG00000213493
32752,RP11-713M6.1,ENSG00000213522
32753,RP11-722P15.2,ENSG00000213608
32754,UGT2B11,ENSG00000213759
32755,RP11-324J13.1,ENSG00000213851
32756,RP11-1E1.1,ENSG00000214062
32757,AGGF1P1,ENSG00000214273
32758,HAUS3,ENSG00000214367
32759,RP11-323J4.1,ENSG00000214559
32760,RPL6P12,ENSG00000214671
32761,RPL9P16,ENSG00000214676
32762,AC106045.1,ENSG00000214696
32763,RP11-115L11.1,ENSG00000214846
32764,FAM177A2,ENSG00000214886
32765,RP11-799A12.2,ENSG00000214904
32766,RP11-274J2.1,ENSG00000214980
32767,RP11-791G16.1,ENSG00000214988
32768,AC104771.1,ENSG00000215027
32769,RP11-790I12.1,ENSG00000215110
32770,SYT14L,ENSG00000215127
32771,GRXCR1,ENSG00000215203
32772,AC105287.1,ENSG00000215215
32773,AC021106.2,ENSG00000215241
32774,AC110766.1,ENSG00000215248
32775,AC005768.1,ENSG00000215273
32776,RP11-333E5.1,ENSG00000215278
32777,RP11-1396O13.18,ENSG00000215323
32778,TMED11P,ENSG00000215367
32779,MYL5,ENSG00000215375
32780,AC118278.2,ENSG00000215383
32781,HMX1,ENSG00000215612
32782,hsa-mir-297,ENSG00000215961
32783,AC095061.1,ENSG00000216027
32784,AC034154.1,ENSG00000216036
32785,AC097372.1,ENSG00000216055
32786,AC105316.1,ENSG00000216089
32787,hsa-mir-943,ENSG00000216105
32788,AC109357.1,ENSG00000216154
32789,AC004066.2,ENSG00000216425
32790,RP3-368B9.1,ENSG00000216560
32791,AC093752.1,ENSG00000217609
32792,ODZ3,ENSG00000218336
32793,AC016773.2,ENSG00000218422
32794,RP11-1396O13.13,ENSG00000219492
32795,RP11-148B6.4,ENSG00000220924
32796,AC119751.2,ENSG00000221075
32797,AC083829.1,ENSG00000221079
32798,AC119751.7,ENSG00000221082
32799,AC112249.2,ENSG00000221118
32800,AC098869.1,ENSG00000221122
32801,AC131094.1,ENSG00000221136
32802,AC093897.1,ENSG00000221183
32803,AC114798.1,ENSG00000221186
32804,AC108211.1,ENSG00000221189
32805,AC119751.5,ENSG00000221212
32806,AC110298.1,ENSG00000221219
32807,hsa-mir-1305,ENSG00000221227
32808,AC110813.1,ENSG00000221235
32809,SNORA11,ENSG00000221245
32810,AC119751.4,ENSG00000221256
32811,AC108209.1,ENSG00000221260
32812,hsa-mir-1255a,ENSG00000221265
32813,hsa-mir-548i-2,ENSG00000221275
32814,AC097534.1,ENSG00000221296
32815,AC116562.1,ENSG00000221301
32816,AC093700.1,ENSG00000221314
32817,AC119751.3,ENSG00000221334
32818,AC106860.1,ENSG00000221362
32819,hsa-mir-548g,ENSG00000221369
32820,U85056.1,ENSG00000221407
32821,AC118282.5,ENSG00000221415
32822,AC105285.2,ENSG00000221426
32823,U6atac,ENSG00000221440
32824,AC098680.2,ENSG00000221495
32825,AC078881.1,ENSG00000221499
32826,AC096742.1,ENSG00000221522
32827,AC079080.2,ENSG00000221523
32828,hsa-mir-1269,ENSG00000221563
32829,AC092621.1,ENSG00000221576
32830,AC093817.1,ENSG00000221618
32831,AC105252.1,ENSG00000221637
32832,SNORA3,ENSG00000221639
32833,AC097455.1,ENSG00000221657
32834,AC093819.1,ENSG00000221677
32835,SNORD75,ENSG00000221711
32836,AF146191.3,ENSG00000221715
32837,AC118282.4,ENSG00000221747
32838,AC116562.3,ENSG00000221759
32839,AC107068.2,ENSG00000221764
32840,AC096750.1,ENSG00000221794
32841,AC097380.1,ENSG00000221807
32842,RP11-366M4.5,ENSG00000221891
32843,5S_rRNA,ENSG00000222182
32844,AC121157.1,ENSG00000222196
32845,Y_RNA,ENSG00000222206
32846,5S_rRNA,ENSG00000222230
32847,AC093628.1,ENSG00000222234
32848,5S_rRNA,ENSG00000222236
32849,7SK,ENSG00000222257
32850,AC092846.1,ENSG00000222262
32851,Y_RNA,ENSG00000222306
32852,AC093680.1,ENSG00000222333
32853,AC118282.2,ENSG00000222437
32854,AC060835.1,ENSG00000222526
32855,U2,ENSG00000222582
32856,U6,ENSG00000222592
32857,7SK,ENSG00000222594
32858,Y_RNA,ENSG00000222613
32859,U2,ENSG00000222644
32860,U6,ENSG00000222691
32861,7SK,ENSG00000222721
32862,U4,ENSG00000222727
32863,U2,ENSG00000222765
32864,7SK,ENSG00000222859
32865,Y_RNA,ENSG00000222861
32866,AC110611.3,ENSG00000222954
32867,7SK,ENSG00000223006
32868,U6,ENSG00000223037
32869,5S_rRNA,ENSG00000223086
32870,AC119751.6,ENSG00000223099
32871,U6,ENSG00000223208
32872,U6,ENSG00000223225
32873,7SK,ENSG00000223305
32874,AC068620.2,ENSG00000223357
32875,AC097467.2,ENSG00000223424
32876,AC107394.1,ENSG00000223474
32877,RP11-1286E23.10,ENSG00000223569
32878,AC107399.1,ENSG00000223605
32879,RP11-662G20.1,ENSG00000223620
32880,AC111003.1,ENSG00000223895
32881,RP11-364P2.1,ENSG00000224062
32882,RP11-472B18.1,ENSG00000224097
32883,RP11-10L12.1,ENSG00000224207
32884,RP11-359D14.3,ENSG00000224218
32885,RP11-270L13.1,ENSG00000224560
32886,RP11-341G5.2,ENSG00000224569
32887,AC096766.1,ENSG00000224726
32888,CETN4P,ENSG00000224786
32889,AF146191.7,ENSG00000224807
32890,AC107399.2,ENSG00000224932
32891,RP11-312H15.3,ENSG00000225094
32892,RP11-503L19.2,ENSG00000225176
32893,RP11-433O3.1,ENSG00000225356
32894,RP11-84A1.1,ENSG00000225405
32895,TPI1P4,ENSG00000225455
32896,AC093895.1,ENSG00000225634
32897,SAR1P3,ENSG00000225665
32898,RP11-630D6.1,ENSG00000225846
32899,RP11-384K6.2,ENSG00000225892
32900,AC006427.1,ENSG00000225917
32901,AC108519.1,ENSG00000226350
32902,RP11-621K7.1,ENSG00000226439
32903,AC096732.2,ENSG00000226655
32904,AC079341.1,ENSG00000226757
32905,AC104066.1,ENSG00000226887
32906,TMPRSS11BNL,ENSG00000226894
32907,KIAA0114,ENSG00000226950
32908,RP11-533F5.2,ENSG00000227040
32909,RP11-1299A16.2,ENSG00000227118
32910,USP17L5,ENSG00000227140
32911,AC053545.3,ENSG00000227145
32912,AC092535.3,ENSG00000227189
32913,AL645949.1,ENSG00000227266
32914,RPL35AP12,ENSG00000227283
32915,RP11-791G16.2,ENSG00000227304
32916,AC021106.1,ENSG00000227325
32917,AC020698.1,ENSG00000227461
32918,AC126281.5,ENSG00000227476
32919,AC126281.4,ENSG00000227522
32920,RP11-1286E23.7,ENSG00000227551
32921,RP11-35D5.3,ENSG00000227725
32922,RP11-162O12.2,ENSG00000227765
32923,AC126281.1,ENSG00000227904
32924,AC126281.2,ENSG00000228114
32925,RP11-302F12.2,ENSG00000228154
32926,AC126281.6,ENSG00000228188
32927,AC112518.3,ENSG00000228277
32928,AC113617.1,ENSG00000228358
32929,AC096732.1,ENSG00000228489
32930,AC114781.1,ENSG00000228773
32931,RP11-119H12.5,ENSG00000228814
32932,RP11-1396O13.11,ENSG00000228856
32933,AC097381.1,ENSG00000228919
32934,RP11-364L4.1,ENSG00000228981
32935,AC096727.1,ENSG00000229009
32936,RP11-205M3.2,ENSG00000229204
32937,RP11-620E11.1,ENSG00000229226
32938,AC092438.2,ENSG00000229545
32939,AC108056.1,ENSG00000229565
32940,RP11-1396O13.5,ENSG00000229579
32941,RPL21P44,ENSG00000229585
32942,RP11-556N4.1,ENSG00000229717
32943,GK3P,ENSG00000229894
32944,FAM90A2P,ENSG00000229924
32945,RP11-10L12.6,ENSG00000230069
32946,FAM92A3,ENSG00000230219
32947,RP11-1396O13.4,ENSG00000230430
32948,RP11-621I20.1,ENSG00000230671
32949,AC118282.3,ENSG00000230974
32950,AC096733.4,ENSG00000230981
32951,RP11-1396O13.8,ENSG00000231051
32952,RP11-617D20.1,ENSG00000231160
32953,RP11-389E17.1,ENSG00000231171
32954,AC107072.2,ENSG00000231335
32955,RP11-1286E23.5,ENSG00000231396
32956,RP11-553E5.1,ENSG00000231442
32957,RP11-1396O13.9,ENSG00000231637
32958,PABPC1P1,ENSG00000231707
32959,AC092435.1,ENSG00000231708
32960,C4orf11,ENSG00000231782
32961,RP11-206F17.2,ENSG00000231841
32962,RP11-558N14.1,ENSG00000232021
32963,AC096733.1,ENSG00000232219
32964,USP17,ENSG00000232264
32965,RP11-395C17.1,ENSG00000232327
32966,TMPRSS11CP,ENSG00000232398
32967,RP11-1286E23.8,ENSG00000232399
32968,RP11-241F15.7,ENSG00000232471
32969,RP11-555K12.3,ENSG00000232521
32970,RP11-367N14.2,ENSG00000232648
32971,AC118282.1,ENSG00000232657
32972,RP11-1396O13.15,ENSG00000232773
32973,AC119751.1,ENSG00000233000
32974,PABPC4L,ENSG00000233034
32975,RP11-301L8.2,ENSG00000233110
32976,RP11-1286E23.6,ENSG00000233136
32977,AC139887.4,ENSG00000233799
32978,RP11-359D14.2,ENSG00000233860
32979,RP11-123J14.2,ENSG00000234036
32980,RP11-364P22.1,ENSG00000234111
32981,CSN1S2A,ENSG00000234124
32982,RP11-589E1.1,ENSG00000234125
32983,OR7E84P,ENSG00000234386
32984,RP11-462C24.1,ENSG00000234492
32985,RP11-429B11.1,ENSG00000234568
32986,AC079789.2,ENSG00000234801
32987,RP11-526A4.1,ENSG00000234828
32988,RP11-119H12.4,ENSG00000234841
32989,RP11-397E7.3,ENSG00000235043
32990,RP11-45I20.1,ENSG00000235149
32991,RP11-414P19.1,ENSG00000235413
32992,RP11-588F18.1,ENSG00000235606
32993,NKX1-1,ENSG00000235608
32994,RP11-1396O13.7,ENSG00000235780
32995,AC114791.1,ENSG00000235872
32996,RP11-626E13.1,ENSG00000235902
32997,AC106868.1,ENSG00000236112
32998,AC139713.1,ENSG00000236296
32999,AC097711.1,ENSG00000236530
33000,RP11-396M11.1,ENSG00000236562
33001,ARHGEF38,ENSG00000236699
33002,COX7A2P2,ENSG00000236764
33003,AC092661.1,ENSG00000236922
33004,RP11-366M4.8,ENSG00000236941
33005,SULT1D1P,ENSG00000236959
33006,RP11-471J12.1,ENSG00000237125
33007,C4orf51,ENSG00000237136
33008,RP11-323F5.1,ENSG00000237170
33009,AC104840.1,ENSG00000237203
33010,RP11-800K23.2,ENSG00000237350
33011,AC093848.1,ENSG00000237496
33012,DUX2,ENSG00000237516
33013,AC113617.2,ENSG00000237684
33014,FAM200B,ENSG00000237765
33015,AC092436.1,ENSG00000237795
33016,AC097533.1,ENSG00000237868
33017,RP11-1281K21.1,ENSG00000237961
33018,RP11-472B18.2,ENSG00000238206
33019,snoU13,ENSG00000238301
33020,snoU13,ENSG00000238318
33021,snoU13,ENSG00000238319
33022,hsa-mir-1979,ENSG00000238346
33023,snoU13,ENSG00000238351
33024,snoU13,ENSG00000238383
33025,AC019131.2,ENSG00000238449
33026,snoU13,ENSG00000238536
33027,snoU13,ENSG00000238541
33028,AF213884.1,ENSG00000238553
33029,snoU13,ENSG00000238579
33030,Y_RNA,ENSG00000238585
33031,AC073648.2,ENSG00000238586
33032,snoU13,ENSG00000238596
33033,U7,ENSG00000238632
33034,snoU13,ENSG00000238652
33035,snoU13,ENSG00000238694
33036,snoU13,ENSG00000238695
33037,Y_RNA,ENSG00000238713
33038,U7,ENSG00000238721
33039,AC073648.1,ENSG00000238726
33040,snoU13,ENSG00000238744
33041,snoU13,ENSG00000238753
33042,Y_RNA,ENSG00000238797
33043,snoU13,ENSG00000238802
33044,snoU13,ENSG00000238816
33045,snoU13,ENSG00000238925
33046,snoU13,ENSG00000238948
33047,AC093766.1,ENSG00000238971
33048,U6,ENSG00000239001
33049,ACA64,ENSG00000239005
33050,U7,ENSG00000239010
33051,snoU13,ENSG00000239034
33052,Y_RNA,ENSG00000239040
33053,snoU13,ENSG00000239068
33054,snoU13,ENSG00000239116
33055,U7,ENSG00000239168
33056,AC092436.4,ENSG00000239206
33057,AL158068.1,ENSG00000239247
33058,AC096563.1,ENSG00000239273
33059,AC093900.1,ENSG00000239279
33060,AC109927.1,ENSG00000239286
33061,AC108477.2,ENSG00000239335
33062,AC097526.3,ENSG00000239346
33063,AC053527.2,ENSG00000239379
33064,AC097648.1,ENSG00000239431
33065,AC114774.1,ENSG00000239464
33066,AC104082.1,ENSG00000239466
33067,AC112518.1,ENSG00000239491
33068,AC092436.6,ENSG00000239495
33069,RP11-722P15.1,ENSG00000239525
33070,RP11-9D8.1,ENSG00000239532
33071,AC138779.1,ENSG00000239534
33072,AC024032.1,ENSG00000239545
33073,RP11-124A7.1,ENSG00000239627
33074,AC097526.17,ENSG00000239663
33075,AC080132.1,ENSG00000239679
33076,AC116316.1,ENSG00000239735
33077,RP11-109G23.1,ENSG00000239793
33078,AC098680.3,ENSG00000239860
33079,AC108930.1,ENSG00000239878
33080,AC003099.2,ENSG00000239931
33081,AC005510.1,ENSG00000239939
33082,RP11-79E3.1,ENSG00000239983
33083,RP11-293A21.1,ENSG00000240005
33084,AC093835.1,ENSG00000240014
33085,AC114770.1,ENSG00000240064
33086,AC097526.6,ENSG00000240105
33087,RP11-16N2.1,ENSG00000240152
33088,AC105423.1,ENSG00000240153
33089,RP11-162O12.1,ENSG00000240159
33090,RP11-49F1.1,ENSG00000240167
33091,AC111194.2,ENSG00000240177
33092,AC097526.1,ENSG00000240213
33093,AC097526.7,ENSG00000240323
33094,AF250324.2,ENSG00000240387
33095,RP11-356M17.1,ENSG00000240426
33096,AC105448.1,ENSG00000240455
33097,RP11-477G18.1,ENSG00000240459
33098,AC112518.2,ENSG00000240545
33099,AC110777.1,ENSG00000240637
33100,RP11-555K12.2,ENSG00000240669
33101,RP11-366M4.1,ENSG00000240674
33102,AC093602.2,ENSG00000240723
33103,AC079349.1,ENSG00000240772
33104,RP11-170N16.2,ENSG00000240775
33105,AC133605.1,ENSG00000240880
33106,AC095047.1,ENSG00000240942
33107,AC108516.1,ENSG00000240966
33108,RP11-142A22.1,ENSG00000240992
33109,RP11-119H12.1,ENSG00000241002
33110,RP11-713C19.1,ENSG00000241011
33111,AC097533.1,ENSG00000241037
33112,RP11-398J16.1,ENSG00000241103
33113,AC098487.1,ENSG00000241144
33114,RPL17P20,ENSG00000241250
33115,RP11-393P9.1,ENSG00000241261
33116,AC110615.1,ENSG00000241279
33117,RP11-364M6.1,ENSG00000241281
33118,RP11-30P21.1,ENSG00000241344
33119,AC003099.1,ENSG00000241389
33120,AC107393.2,ENSG00000241392
33121,RP11-192C21.1,ENSG00000241411
33122,AC026448.1,ENSG00000241541
33123,RP13-585F24.1,ENSG00000241612
33124,AC058822.1,ENSG00000241625
33125,AC097526.8,ENSG00000241629
33126,AC097648.5,ENSG00000241633
33127,AC024032.5,ENSG00000241637
33128,RP11-214O14.1,ENSG00000241651
33129,AC105285.1,ENSG00000241652
33130,AC093874.2,ENSG00000241658
33131,AC024248.2,ENSG00000241681
33132,AC104059.1,ENSG00000241705
33133,RP11-255I10.1,ENSG00000241722
33134,RP11-119H12.2,ENSG00000241741
33135,RP11-147K6.1,ENSG00000241853
33136,RP11-84H6.1,ENSG00000241877
33137,AC105383.1,ENSG00000241883
33138,AC096743.2,ENSG00000241914
33139,RP11-425I13.1,ENSG00000241923
33140,AC022317.1,ENSG00000241944
33141,AF224669.3,ENSG00000241981
33142,AC097526.4,ENSG00000242004
33143,AC104660.1,ENSG00000242005
33144,AC097526.13,ENSG00000242023
33145,RP11-1396O13.1,ENSG00000242034
33146,RPL7AP31,ENSG00000242083
33147,AC108019.1,ENSG00000242102
33148,RP11-538D9.1,ENSG00000242134
33149,RP11-219G10.1,ENSG00000242169
33150,AC098818.1,ENSG00000242175
33151,AC093874.1,ENSG00000242191
33152,RP11-588L15.1,ENSG00000242197
33153,AC006445.6,ENSG00000242209
33154,RP11-100N21.1,ENSG00000242262
33155,RP11-810D13.1,ENSG00000242318
33156,AC096756.3,ENSG00000242328
33157,AC098680.4,ENSG00000242346
33158,AC006427.1,ENSG00000242358
33159,RP11-731J8.1,ENSG00000242431
33160,AC024248.1,ENSG00000242465
33161,AC097526.2,ENSG00000242533
33162,AC097526.10,ENSG00000242544
33163,RPS14P7,ENSG00000242635
33164,RP11-302F12.1,ENSG00000242640
33165,RP11-601I15.1,ENSG00000242670
33166,AC116049.1,ENSG00000242672
33167,RP11-1191J2.2,ENSG00000242686
33168,RP11-799A12.1,ENSG00000242697
33169,AC097526.9,ENSG00000242702
33170,AC097526.15,ENSG00000242721
33171,RP11-123J14.1,ENSG00000242727
33172,RP11-556G22.1,ENSG00000242768
33173,RP11-489G11.1,ENSG00000242882
33174,AC097526.11,ENSG00000242900
33175,RP11-402L11.1,ENSG00000242936
33176,AC115110.1,ENSG00000243005
33177,AC106864.1,ENSG00000243032
33178,RP11-58H15.1,ENSG00000243175
33179,AC108078.1,ENSG00000243185
33180,RP11-408P14.1,ENSG00000243199
33181,AC138782.1,ENSG00000243227
33182,AC105287.2,ENSG00000243260
33183,AC092436.2,ENSG00000243270
33184,RP11-477G18.2,ENSG00000243280
33185,RP11-397E7.1,ENSG00000243312
33186,AC097648.4,ENSG00000243367
33187,AC026029.1,ENSG00000243383
33188,RP11-555K12.1,ENSG00000243417
33189,C4orf48,ENSG00000243449
33190,AC097526.14,ENSG00000243523
33191,AC091602.1,ENSG00000243548
33192,AC098680.1,ENSG00000243573
33193,AC097648.3,ENSG00000243703
33194,AC013477.1,ENSG00000243883
33195,RP11-489M13.1,ENSG00000243894
33196,RP11-223A2.1,ENSG00000243920
33197,RP11-61F5.1,ENSG00000243929
33198,RP11-162K6.1,ENSG00000244002
33199,RP11-1396O13.2,ENSG00000244004
33200,AC092438.1,ENSG00000244017
33201,RP11-50D9.1,ENSG00000244021
33202,RP11-174E22.1,ENSG00000244031
33203,AC111194.1,ENSG00000244034
33204,RP11-170N16.1,ENSG00000244083
33205,RP11-793B9.1,ENSG00000244099
33206,AC025562.1,ENSG00000244118
33207,RP11-366M4.2,ENSG00000244146
33208,AC093824.1,ENSG00000244154
33209,AC097709.1,ENSG00000244194
33210,AC097648.2,ENSG00000244325
33211,AC092436.3,ENSG00000244359
33212,AC097526.16,ENSG00000244375
33213,RP11-463H12.1,ENSG00000244422
33214,RP11-1398P2.1,ENSG00000244459
33215,AC097526.12,ENSG00000244463
33216,RP11-395M19.1,ENSG00000244470
33217,AC105314.1,ENSG00000244497
33218,AC079080.1,ENSG00000244512
33219,RP11-10G12.1,ENSG00000244538
33220,AC079340.1,ENSG00000244544
33221,RP11-158O16.1,ENSG00000244669
33222,AC092656.1,ENSG00000244683
33223,AC097526.5,ENSG00000244724
33224,AC106864.2,ENSG00000244742
33225,RP11-12A1.1,ENSG00000245067
33226,RP11-58H15.4,ENSG00000245112
33227,AC004066.1,ENSG00000245205
33228,RP11-10K16.1,ENSG00000245213
33229,RP11-286E11.1,ENSG00000245293
33230,RP11-15B17.1,ENSG00000245322
33231,AC027607.1,ENSG00000245325
33232,AC004053.1,ENSG00000245384
33233,RP11-367J11.4,ENSG00000245468
33234,RP11-367J11.3,ENSG00000245562
33235,AC110079.1,ENSG00000245622
33236,AC099339.2,ENSG00000245623
33237,AF146191.4,ENSG00000245685
33238,AC119752.1,ENSG00000245728
33239,RP11-367J11.2,ENSG00000245748
33240,RP11-457P14.4,ENSG00000245870
33241,AC093677.1,ENSG00000245879
33242,RP11-630D6.5,ENSG00000245928
33243,RP11-18H21.1,ENSG00000245954
33244,RP11-33B1.1,ENSG00000245958
33245,RP11-696N14.1,ENSG00000246090
33246,AC006445.8,ENSG00000246095
33247,AC092574.1,ENSG00000246238
33248,AC098591.3,ENSG00000246290
33249,RP11-10L7.1,ENSG00000246375
33250,RP13-578N3.3,ENSG00000246448
33251,AC108062.1,ENSG00000246458
33252,SNHG8,ENSG00000246493
33253,RP11-539L10.2,ENSG00000246526
33254,RP11-363G15.2,ENSG00000246541
33255,RP11-10L12.4,ENSG00000246560
33256,AC092535.3,ENSG00000246629
33257,AC004051.2,ENSG00000246774
33258,RP11-519M16.1,ENSG00000246876
33259,RP11-366H4.3,ENSG00000247130
33260,RP11-431M7.3,ENSG00000247193
33261,AC006296.3,ENSG00000247624
33262,RP11-323F5.2,ENSG00000247708
33263,RP11-67M1.1,ENSG00000247775
33264,RP11-103J17.1,ENSG00000247810
33265,RP11-264J9.1,ENSG00000247950
33266,FAM13AOS,ENSG00000248019
33267,RP11-453E17.1,ENSG00000248049
33268,RP11-127A9.1,ENSG00000248104
33269,RP11-241F15.6,ENSG00000248108
33270,AC006230.4,ENSG00000248110
33271,RP11-791G16.4,ENSG00000248113
